index,r2,xc,yc,zc,mx,my,mz,inc,dec,m
0,0.9971512973745011,772.6360773741192,568.4326598484333,-60.172413128756546,1.2159154144437097e-11,1.8494805509421876e-12,-8.355812251865962e-11,81.62669795642738,81.35126015651069,8.445842436761313e-11
1,0.9981620451899793,1812.626390446272,386.2884340851832,-11.881540687845778,-6.31443314472668e-13,-3.0270354942809987e-13,-1.9667203496446558e-12,70.40174750653331,-115.612293687508,2.087663534177621e-12
2,0.9941808918075986,100.49264747397267,795.478813538594,-22.765669395293894,5.417108506743403e-13,-3.241434748530256e-13,-2.108118666533879e-12,73.32947172738702,120.89503282031018,2.200609904144006e-12
3,0.9971350359461373,727.7466906929923,276.16105029793545,-78.03739026358438,-5.351440859920532e-12,-1.1162940800455843e-11,-9.332466976302036e-11,82.44390836819926,-154.38724528841206,9.414214334169642e-11
4,0.9861647413826521,1647.9203646403328,342.630320356325,-8.112633850272772,-3.665564430694478e-15,1.211772422857163e-13,-5.520153924451211e-13,77.61344444880193,-1.7326466863991536,5.651710837497862e-13
5,0.9859070860730715,1028.9425068507321,85.16202040335207,-33.855729962412404,-2.0718062132494546e-11,-4.834454425704564e-11,-4.1652382439604715e-11,38.376307701175485,-156.80243904469688,6.709213084142164e-11
6,0.991218237428396,2123.469590876098,402.95535377325785,-9.379264434702035,-5.750415405712362e-14,-5.057024682195412e-14,-3.263535757966354e-13,76.79472072642987,-131.32901184561655,3.352174429123715e-13
7,0.9957185270689398,1921.0351047660017,365.46013146643,-9.139062887153768,-3.607699337803572e-15,-9.017901343153454e-14,-2.5955839400543073e-13,70.82690590865722,-177.7090481741256,2.7480143714448674e-13
8,0.935469791441713,1445.7176074833449,260.9300875421501,-14.029553451313374,-2.00993296696011e-13,2.0886588685478137e-13,-8.885674365320947e-13,71.9326849403666,-43.89959589320344,9.346525307693674e-13
9,0.9915563042150484,2218.3587126715224,1226.0227126611167,-19.64260508952736,-5.649804903942582e-13,-3.345515718796728e-13,-1.335347703289865e-12,63.81621583212381,-120.63177426041203,1.488046100581166e-12
10,0.9962706290209722,1481.405872226562,521.8177282509841,-12.84073306254213,5.499700712660069e-14,4.520504578643646e-14,-3.4320813914739925e-13,78.28142102697831,50.5813459396147,3.505138994882482e-13
11,0.9915590961898357,1485.3040710211926,231.11681685647113,-9.137899266307087,-1.8690335305490248e-14,5.255141896307382e-14,-2.356573496711577e-13,76.68408394063302,-19.57833919031414,2.4216805471180227e-13
12,0.9552470678803675,1659.2523890457267,437.08445192229414,-8.319047996134948,-3.2287199686817437e-14,1.067984416154017e-13,-1.9435182570374962e-13,60.141001359904024,-16.821065177202872,2.2410042960573604e-13
13,0.9968076238311847,1681.0286701738066,406.17410070340355,-16.002512582074445,-2.4039562849684037e-13,8.426519471105736e-14,-7.559470758456063e-13,71.37738629019289,-70.6830508431124,7.977133963521023e-13
14,0.9972596702195797,1144.4820961433775,466.7767306800058,-10.981860302228336,-2.3093570196950867e-13,-3.183929283777338e-13,5.46059462479596e-14,-7.903923242653715,-144.04599678102846,3.9709843194192234e-13
15,0.9866613204327707,1863.6986565723264,456.9706679622489,-11.392443805507785,-2.6281665976820246e-14,-7.895939629468412e-15,-2.137073121253986e-13,82.68269274507286,-106.72212186276786,2.1546203165525916e-13
16,0.988300850920281,1679.1921273020607,274.1526556912037,-10.935991365945121,-1.3092719246078555e-13,-2.148789592170132e-13,-1.0403909293323528e-13,22.46360794444177,-148.6457679325118,2.7228483192829667e-13
17,0.9649832821090214,1254.0945685455722,99.28863855966442,-12.157756268798883,2.334769866326835e-15,1.400473361787085e-13,-1.7941906588686585e-13,52.021966227371315,0.9551061232433776,2.276179007125679e-13
18,0.9959460371811352,1380.6816457274363,1216.072650380362,-41.73505920364289,-2.6802345972970056e-12,-1.1334635884838198e-12,-4.574113524525486e-12,57.535481110862015,-112.92336370002705,5.421338555948468e-12
19,0.9941351185772431,1970.7827986382495,357.17999505529144,-10.030033466349463,-4.804070425397141e-14,-8.677996431809646e-14,-1.0889161039461785e-13,47.669406677040556,-151.03143199495747,1.4729580539377516e-13
20,0.9913146434951793,1491.7610497042265,324.2247194191631,-6.290382353846093,1.691431064058614e-14,2.3017041220496877e-14,-5.364388026331572e-14,61.96618535185784,36.31069062324657,6.077453398173656e-14
21,0.9709950382554942,621.7930973943869,1100.3061733125076,-95.39467363859121,-3.223796656076412e-11,-2.661848399615332e-11,-6.390866730899501e-11,56.808538565965605,-129.5460594433412,7.636850093748223e-11
22,0.9664181108401455,1418.441694578309,347.95603825417095,-25.424706926337684,-2.038597144724631e-13,-7.816749202461923e-13,-8.929342487895617e-13,47.864948533223064,-165.38293372434075,1.2041204411470076e-12
23,0.9626500114108113,1299.4062881376299,1065.0986947822184,-34.61567317482662,-2.1003814472100482e-12,-5.465682711101756e-13,-1.7654684330205771e-12,39.12682448561787,-104.58620160867291,2.7977165486804906e-12
24,0.9916200890900502,1872.3926174554795,663.9308605742328,-38.28355612369167,-1.0640727472701948e-12,-6.377565127924995e-13,-2.986243532603544e-12,67.44081614156252,-120.93654339889639,3.233672002091258e-12
25,0.9623285325261786,963.0163148298033,1181.4129026287503,-58.85202189761353,-3.5928683146223985e-12,6.154169736011007e-12,-9.644540060369592e-12,53.53994272817701,-30.27682727357934,1.1991649629718392e-11
26,0.9923549266619096,2019.700204048477,761.8304311325993,-8.026342661747943,3.1512173722753904e-14,1.9583179308264384e-14,-4.5992402563412377e-14,51.10734590895648,58.14119547212965,5.909161614059678e-14
27,0.9909866279619441,1851.81291956924,576.972741155302,-18.92367751398038,7.940335239557315e-14,-1.3792264683999035e-13,-2.8274142508099184e-13,60.62619931981794,150.07056496018797,3.244537907620042e-13
28,0.966175190456566,1553.811029336209,308.53130554771997,-16.003716604769746,-2.541470042900562e-13,2.6589525966408015e-14,-1.2289362209262195e-13,25.684221201494385,-84.0272942690177,2.835498986629554e-13
29,0.9935272282195056,1912.957859147716,455.98235008972574,-16.75731534096898,-2.8153949819584268e-14,5.582166061862138e-14,-2.262447793987009e-13,74.55259814513013,-26.76433497680613,2.3472409950797776e-13
30,0.9543306410310379,273.8693586949583,1225.0335554341846,-25.510381707710316,6.335148685634288e-14,-9.766582593582747e-13,-1.164111282236053e-13,6.783083282880008,176.28867641753615,9.856096170563358e-13
31,0.998311887620858,1234.9879035082447,1316.5653618760202,-23.09715563800256,3.0279696707360323e-13,1.0703096958177552e-13,-3.569941903052228e-13,48.025032017655334,70.53280354625798,4.80194214490626e-13
32,0.9948348721114791,1449.4964769254757,662.414938499167,-28.411360251114193,3.440470609467254e-13,-1.0034221066282283e-13,-6.845881977249707e-13,62.368003249924215,106.25946052252948,7.727211268310875e-13
33,0.9962891567492846,1520.3189453745274,745.5936520164929,-28.88909784219349,1.236784919013499e-13,6.588477710698299e-14,-7.957696987901908e-13,80.01277716465307,61.95532279161469,8.080139768135574e-13
34,0.9541503792146283,1544.7201988638444,400.89705764774806,-14.791600052498696,-1.9378661820934967e-14,-1.3753842235494013e-13,-1.2869244790253415e-13,42.816097200180515,-171.98002594219452,1.8935177924963503e-13
35,0.9916371110534496,2026.088879980661,718.2158966142466,-23.942655724659986,5.865668944515871e-14,1.5324292543985363e-13,-4.4306558686369073e-13,69.67834350862054,20.94531244171632,4.724734020840718e-13
36,0.9824325399465487,1565.2268562959173,441.3173272392202,-32.76307088764659,-6.647169496080385e-15,7.25214653161216e-13,-1.2009136649724405e-12,58.8717552148268,-0.525146715221343,1.4029162871460262e-12
37,0.9773416620599662,598.6681299739021,141.03436318001877,-32.986070000888844,-2.7429112404347884e-13,-1.4616080760425008e-12,-8.690872820465756e-13,30.302382815335818,-169.37127116958274,1.7224536256447662e-12
38,0.9744963550127201,1194.0240213165257,1155.1295002663412,-21.080748315210982,1.2640116408745818e-13,-6.754260067721484e-14,-2.6066743841066065e-13,61.197957645488444,118.1178675756802,2.974672597723686e-13
39,0.9803128688775149,526.8197597529372,202.63769927717678,-37.3483145736106,-2.239246090657928e-13,-4.680819988802195e-13,-1.4559714596752056e-12,70.3846984393636,-154.4341271781885,1.545670042282543e-12
40,0.9932693582210907,829.5478231487206,245.60583100798442,-12.48136988098374,-1.0896059175959233e-13,-3.618293614810262e-14,-9.416699987186377e-14,39.35825783933288,-108.36996471628639,1.484891891343131e-13
41,0.9974122126208682,686.8185563797668,938.6974397410698,-21.67040305889514,2.8352101465444072e-14,-1.3912758199126106e-14,-2.725311167872066e-13,83.38987270218452,116.13780902147509,2.7435490904209504e-13
42,0.9893833196520483,1332.6618095164179,87.89366242113366,-10.460931033890008,-1.2914721869540333e-14,-4.694686416531452e-14,-3.795566559593669e-14,37.93725999631943,-164.61883111647214,6.173678519938212e-14
43,0.9803392548658975,1330.559339275588,1120.4223537940272,-21.47149442578867,-1.1532552046709325e-13,5.751865436287001e-14,-2.9633222699507e-13,66.49600801976108,-63.49225294319945,3.2314263108816046e-13
44,0.992653908495393,1185.159033361238,162.92969607675585,-11.660100158182347,2.1138510405476142e-14,3.3859657842716345e-15,-5.87085093199077e-14,69.9656873986819,80.89966969723882,6.248992281176519e-14
45,0.9566697407104241,267.45222449625163,331.6106142692518,-34.46703685116758,-3.3925495021959845e-13,5.671983924641508e-13,-6.865073909664113e-13,46.088144739052794,-30.884655075234782,9.52942986497056e-13
46,0.9406569816859107,503.5188519997842,531.3062477228856,-56.732245231557854,2.3727802635047733e-12,3.5955117718079647e-12,-3.982462594417378e-12,42.75217636824535,33.421952737001256,5.86666850913029e-12
47,0.9821019254886645,1970.5625090127219,911.2314020089598,-21.05376918906719,1.2062284098544819e-13,9.631644093664934e-14,-1.66581037758372e-13,47.18086848590325,51.39289513466645,2.271034317282765e-13
48,0.9421572262598426,2084.790151223156,1145.7113826558539,-47.33341446495184,-1.489419226113713e-12,1.840458104450072e-12,-1.4284171924860225e-12,31.1030787124314,-38.982051649474776,2.765145808297055e-12
49,0.9920240168474576,899.4115126478567,224.77531733900864,-20.857869690070753,1.182817799031368e-13,6.44191792685197e-14,-2.0954475603768974e-13,57.26883752427072,61.426197204874356,2.490971996983882e-13
50,0.9170869098270484,1299.0481192265552,407.26040722795597,-41.60976657273198,1.6909747760982506e-12,4.1304459320110937e-13,-1.2034664441163773e-12,34.65894427921184,76.27347730056913,2.116207223191367e-12
51,0.9845707297305006,341.12578603131493,383.4473459316047,-20.268322054298896,-6.281282555949013e-14,8.158059115081697e-14,-1.3716721753391934e-13,53.10738941516785,-37.5944062272865,1.7151002732575504e-13
52,0.9913251338379164,1394.3265852947839,915.1758327792888,-19.842044780118034,4.413092290385723e-14,-8.520657573041023e-14,-1.3571341494188216e-13,54.73761449869341,152.6190686870899,1.6621019793994533e-13
53,0.9962638289006273,206.82409046675295,1254.583435667673,-45.44298590849806,1.868228992908037e-12,7.769722338494948e-14,-1.310693460835057e-12,35.02907592499382,87.61851514984312,2.28346967940012e-12
54,0.885529034957047,1403.5597490924156,170.9443610556946,-34.35887180025893,-5.654851858755518e-13,1.7664335579267553e-13,-7.317776390531974e-13,51.007058901428636,-72.65250768837966,9.415279515811927e-13
55,0.976985814561853,2047.195302313432,487.2749605116216,-7.459101025212694,1.8129559141258582e-15,2.148339286441686e-14,-1.3254190528576728e-14,31.58176174235318,4.823688303045482,2.5308033204523305e-14
56,0.985173710517607,1981.5603814257704,528.5672326079105,-11.728033772727406,5.218686764717872e-14,1.898994990332312e-14,-2.873356630771768e-14,27.357033121936194,70.00437875815915,6.252763536960981e-14
57,0.9963176214639906,25.79353761159782,425.03498393726005,-28.803056216251534,-1.674548330055525e-13,-2.290232357107758e-13,-4.350894200525065e-13,56.892492717959676,-143.8268627486364,5.194184893070109e-13
58,0.9883019522393887,207.89261588135145,908.3118717670613,-16.16403531082633,4.374463103365103e-14,-2.275601084701757e-14,-6.397438244865492e-14,52.37605089118928,117.4835064455877,8.077221294248792e-14
59,0.9932814318560192,693.2418871560355,677.7878392346955,-37.14448819735816,5.750181254519114e-13,2.0322158199778475e-13,-1.2206817705991413e-12,63.452527397477354,70.53569044561702,1.3645544478183958e-12
60,0.9691397639341859,236.11854307556723,492.00345535017044,-41.143891980042724,-3.9799143115825754e-13,1.009356315865512e-12,-6.932051808862039e-13,32.57476501907069,-21.519427536951174,1.2875289412127683e-12
61,0.9984336305205969,1374.268754286512,381.14414216858313,-25.507369929292974,-4.044590045447843e-13,1.6493708773005495e-13,-2.514699200270056e-13,29.929633051510745,-67.81452220889832,5.040123509841978e-13
62,0.969980520322275,1280.4705390235767,693.1510165801678,-48.16296881246554,-4.0365730548013424e-13,-1.1793647648921202e-12,-1.0341852658130302e-12,39.68081128861767,-161.10563167067957,1.6196850412846616e-12
63,0.9895980493276326,2044.358405268069,1194.5898230040473,-19.2199784727652,-4.750735207070413e-14,9.836773390796e-14,-9.871723068624371e-14,42.10352776132267,-25.778529032046908,1.4723535991506292e-13
64,0.9707054082584117,716.2306409522977,796.5451098526406,-25.095044795389907,6.29864316770124e-14,8.982868830866947e-14,-2.2390359375726162e-13,63.89552789126353,35.0375207491593,2.49337729026467e-13
65,0.947851387545313,469.21610053996943,290.18242128831486,-39.66171753924679,-2.6659251313511675e-13,6.895662056212861e-13,-8.616402628552975e-13,49.36969827578024,-21.136951301787903,1.1353400647242137e-12
66,0.936778181816636,2120.4515090192967,529.0714420321359,-7.521924577773116,-4.7629657558600266e-15,2.037267902766314e-14,-9.960426101581582e-15,25.457871937792582,-13.158932882447552,2.317200858106065e-14
67,0.9950597202825733,2142.5231396861027,846.9981330299089,-21.530706404726192,-4.4427326486220864e-14,1.0857803777503403e-13,-1.1812009769411258e-13,45.19575355532591,-22.25310922015449,1.6647923325465156e-13
68,0.9783603978714925,379.11498365409494,443.091420717134,-22.419567509002665,5.868478764821126e-14,1.4211830832460137e-13,-1.1853322732568425e-13,37.6289093509232,22.437155704841558,1.9414335899691352e-13
69,0.9525251091527732,1271.2024584612461,252.64866880808862,-36.54323756704653,-1.156779973996912e-13,-6.592838592190356e-13,-5.239455269995252e-13,38.05246726732639,-170.0481792647691,8.500326590031457e-13
70,0.9349511259338712,185.12943725152292,350.5396705971281,-30.091106286549397,-5.320128465313031e-13,-2.1521152174669234e-13,3.19504117219854e-14,-3.186542706513988,-112.02447285560189,5.74782129833619e-13
71,0.9698760171423539,2140.2719734760485,448.1700073804717,-10.978702141042492,1.1549999632235055e-14,-2.730130384297452e-14,-3.0627902562231e-14,45.935285810532605,157.0688821354473,4.26243134653517e-14
72,0.9385242749464436,1639.3569118080763,643.883134814031,-30.814738433214334,-6.703902876628006e-13,-3.25390761888468e-13,-7.580557720103426e-14,5.808548944463972,-115.89078225780851,7.490318893410027e-13
73,0.9965439549227559,516.2368044151417,689.3669996742358,-40.285916273458874,-6.183601125010995e-13,-3.92026154451396e-13,-6.574103698290927e-13,41.920956871669055,-122.37376169118497,9.839929516338756e-13
74,0.9965438413404802,516.2379640932626,689.3660477042868,-40.285614443626166,-6.183158367405558e-13,-3.920471375226851e-13,-6.574156466414784e-13,41.92220310930992,-122.37700386197142,9.839770141893245e-13
75,0.9763297519181575,992.1876184583039,343.6046051246307,-26.776929981794783,-1.2613324505334942e-13,-1.9931402609277373e-13,-2.0973142203309946e-13,41.642667394902084,-147.67286695759296,3.156310280898018e-13
76,0.9764729395659163,1341.7708164562316,642.0220278597078,-21.368824393631588,-4.553136423107103e-14,-9.30563432921892e-14,-1.0469308498507408e-13,45.30117151423107,-153.9280454305861,1.4728621863347624e-13
77,0.9866197446372087,2192.6627793339435,619.9164973694369,-10.963263032003415,-1.618393721227117e-14,-2.5370349734324436e-14,1.2049244820662414e-14,-21.821331222922563,-147.46588990527445,3.2415409454161324e-14
78,0.9891408951159685,794.5107092921912,1087.8878648992634,-20.967322697028454,-1.5141451513466876e-13,-8.398498041859956e-14,-8.74053713845347e-14,26.78486593115406,-119.01578612508547,1.9395755019139582e-13
79,0.9866168366535054,2192.663112037467,619.9163163083246,-10.963117688271128,-1.618068582900056e-14,-2.537346275384391e-14,1.2047821975571766e-14,-21.818420807369016,-147.4742963350072,3.241569404428345e-14
80,0.9891407849339999,794.5113484391903,1087.8878667975894,-20.967329582142813,-1.514064821024285e-13,-8.39808291416318e-14,-8.741381312959857e-14,26.78829536202517,-119.015874215206,1.9395328615882054e-13
81,0.9912379344754099,65.52077577887192,851.2444149162746,-29.82858610924386,-3.287809770145686e-13,4.670743836045201e-14,-2.9433371834248036e-13,41.55147567037363,-81.91452325881048,4.4374638409587096e-13
82,0.9843457627504624,672.077631381694,117.5588420052831,-17.408808891083613,4.086315052839363e-14,-1.673051894470462e-13,-4.789506715219113e-14,15.541187600110739,166.27461391943427,1.787589464741026e-13
83,0.9048739619564826,1094.058874503199,1305.2110714969929,-78.02343673154981,-7.819374000883473e-12,4.135243391157032e-12,5.659403372120416e-13,-3.660828709494615,-62.128061643652444,8.863584835442373e-12
84,0.897261535386555,2017.8611633334608,1053.239794731944,-46.5061590430465,-9.581680176453328e-13,9.823872495480642e-13,-5.333523970414741e-13,21.239093705439085,-44.284953254434974,1.4722891827161141e-12
85,0.9813212353057974,1269.225329210747,799.1063808252183,-59.19467949389936,-1.4957810720748677e-12,1.4476788453903687e-12,-1.661603821698163e-12,38.597809505312,-45.9362482737427,2.6634680991613494e-12
86,0.9912388061635765,65.52204418671761,851.2449140867677,-29.827286053386974,-3.286989073195698e-13,4.671433845508138e-14,-2.943016186550334e-13,41.555250349210375,-81.91135222589189,4.4366501308233416e-13
87,0.9843464077233466,672.077796177618,117.55852213081162,-17.408576778787065,4.086179644124758e-14,-1.6729786173984634e-13,-4.789132135867938e-14,15.540669775722137,166.2744731168509,1.7875077513848994e-13
88,0.9378563800698766,2010.6061694237312,437.4930753425449,-17.689972069378094,5.4572616376396364e-14,-5.058781741796181e-14,-3.594900046362328e-14,25.785231842443853,132.8299539610416,8.264156559269646e-14
89,0.9050331336750231,1094.0588745030457,1305.214455670133,-78.0556860986003,-7.83424225640424e-12,4.142477819248625e-12,5.606757620727889e-13,-3.6201204888608935,-62.131654209353655,8.879742762331156e-12
90,0.9310435082454003,1684.429437251523,576.2705627484772,-101.61485145950991,-1.3286804590909547e-11,7.323244524349978e-12,5.477505050808214e-12,-19.85177718414118,-61.137908539514676,1.6129852701809353e-11
91,0.981314153099184,1269.2133240027258,799.1068293093617,-59.196758219212334,-1.4972514667652827e-12,1.4467577766975888e-12,-1.6613222981319662e-12,38.587484960594644,-45.98260279097718,2.6636181778618754e-12
92,0.9802240553780561,2063.209687947138,451.14842660636543,-9.989125786275855,-1.7327496063187992e-14,-2.441090039108881e-14,-1.0975479399789722e-14,20.13483440351152,-144.6318702104923,3.188409204883626e-14
93,0.9770351785531776,2060.7793688729075,524.1165192357657,-13.652036429138741,1.2059874078240044e-14,4.044748216915434e-14,-2.0997545846568676e-14,26.44981522306787,16.602544519796194,4.714166212795024e-14
94,0.9955425232862883,1042.3987294490928,1140.5241731183198,-23.347767596444097,3.0796963909222926e-14,-1.4419007113121878e-15,-1.4798869514117566e-13,78.23181427230514,92.68060640185337,1.5116608731218483e-13
95,0.8020423501483726,1976.8705627484765,678.6294372515229,-48.641393845402554,8.099112032420558e-13,-9.822793951336888e-13,6.800892676359719e-13,-28.11077327976148,140.493660454905,1.4433815778216213e-12
96,0.9862490870627457,1687.6029301012165,778.8958954840973,-22.513596916849906,-1.8322587626428322e-14,1.1755898558157737e-13,-5.310808887133923e-14,24.054451500304538,-8.858770875008332,1.3029313647258527e-13
97,0.9804248176450611,495.5010777904238,372.40191589855925,-77.49665440622294,-1.860357690859042e-12,-7.223087516894619e-12,-3.3037724334598766e-12,23.890242935192273,-165.55696515596574,8.157747011690585e-12
98,0.8591994622532204,844.1705627484773,204.97056274847714,-82.58208147200429,2.6974348485979653e-12,-4.9715387338020666e-12,-1.7006685543371323e-12,16.73469263998778,151.51682912827152,5.90632082398477e-12
99,0.9833983960178622,1497.6644734075678,818.8901178736128,-20.58984051577027,1.0699703771386867e-13,4.249007895933786e-14,-6.04850605332662e-14,27.7168000465491,68.34125365247127,1.3004697396412835e-13
100,0.9955444854356708,1042.3928113307036,1140.5291780097948,-23.353823257348278,3.0719832857027196e-14,-1.3495918174733558e-15,-1.481108885137069e-13,78.27137659254834,92.5155158111314,1.5126918002407893e-13
101,0.9687465923572269,1739.4374062766228,560.7872194564777,-14.749455226978801,-7.534026894185008e-15,1.4319936597115102e-14,-2.6133736541746542e-14,58.235936643421596,-27.749823844664324,3.0737506909655475e-14
102,0.9862464769302662,1687.6036867995626,778.8954335295035,-22.51275516517472,-1.833468550262794e-14,1.1754518486754176e-13,-5.310172924513168e-14,24.054007774326962,-8.865551433257476,1.3027979439210103e-13
103,0.9865661221877905,1398.1696682164936,1109.5875664219263,-65.7388918994515,1.319221741172908e-12,2.9588898303082535e-12,-2.9108479750282424e-12,41.939855837919275,24.029714061911815,4.355273925255552e-12
104,0.9649601856680379,314.83919515417597,233.36549220650417,-39.236008599248315,-2.019269217043577e-13,-7.849645271257655e-13,-7.67845472559882e-14,5.41175540981618,-165.5738251231556,8.141496528600141e-13
105,0.9833984238496273,1497.665127227487,818.8926984657553,-20.58994309286117,1.0701549956980605e-13,4.2474599107565854e-14,-6.047416579062126e-14,27.710205422006098,68.35180388812392,1.3005204129730198e-13
106,0.9950965600534534,178.33299513434778,1039.128406174419,-22.053455654137842,-5.974175788457061e-14,-9.997712505573035e-14,-2.366773108688853e-14,11.486915723432096,-149.1393914628677,1.1884723246398745e-13
107,0.9036763283907472,1938.8425791022594,489.85794755812316,-17.847195976150985,-1.4922075984614267e-13,4.800331162853335e-14,-5.989364512320054e-15,2.1881616065718874,-72.1673671040278,1.568662665573058e-13
108,0.8791184473326292,1665.608495838976,845.1188923659621,-9.068815096207059,-1.1172553022337978e-14,-8.812818765970049e-15,2.0262566761235183e-16,-0.8158007707284243,-128.2660888117771,1.4231400942983888e-14
109,0.9202347659377663,717.2705627469786,162.67056274799023,-52.573700825184424,-1.0436758222955965e-12,-4.902469055161276e-13,-7.313749572294437e-13,32.38604125446968,-115.16090008237467,1.3654708266656228e-12
110,0.9899973589380642,1760.9407247996653,1273.7628418684787,-128.72817206773763,2.684008740528997e-12,-2.313775497550003e-11,-2.6570903669944066e-11,48.7611525544707,173.3831908439993,3.533514581918348e-11
111,0.9754086920498232,704.2466504187295,111.66384619024826,-24.757875290725295,1.1077891762601242e-13,-1.930230801950739e-13,-2.4606254975283815e-14,6.309198329127923,150.14782231131625,2.2390923576818679e-13
112,0.9810176607397698,1155.7893420266819,112.7224786556939,-14.929551844522937,-2.8357932488364783e-14,2.5912468816487096e-14,-6.738439153992682e-14,60.313775923467404,-47.580044121037545,7.756471232710293e-14
113,0.9677401456431112,629.6176223050651,407.0271523279834,-14.700053692034372,1.9643779512889536e-14,-3.1599993867317894e-14,-4.972683280046119e-14,53.19437932672478,148.1333159902538,6.210632484965255e-14
114,0.5580090119209102,920.7847763108504,155.51522368914976,-47.75641028675185,1.1369779142416676e-12,-1.1002796505054227e-12,1.999821268819514e-13,-7.203731639346752,134.06024808827192,1.5947811567302572e-12
115,0.9842116299395792,819.935605658805,98.04923131835805,-20.05838842034831,-2.873988664923858e-14,-6.166485808509217e-14,-9.469179391980433e-14,54.30383619146562,-155.0113794839618,1.1659790582603246e-13
116,0.9112737692065251,2235.8556174505056,654.2379284226854,-6.6366917104552225,-1.362611557853404e-14,-1.0516449502696936e-15,-7.421216444052712e-15,28.502712196762467,-94.41326112687663,1.555157343713086e-14
117,0.9302643203265903,784.4847763108497,122.61522368914977,-83.88556102513475,-2.8006173955108603e-13,-9.636169137717851e-12,3.0400423231836917e-12,-17.502632304350573,-178.33524716526057,1.0108216833616821e-11
118,0.6892732147640713,1072.3571440813855,228.47696489115648,-18.894633528847823,-9.625908562122036e-14,-2.67669505590128e-13,7.411303248658307e-13,-69.00280078454054,-160.2204424835857,7.938431420773431e-13
119,0.7143116468122386,688.133548585504,764.7125978348888,-17.58348684303828,-8.500940276127968e-14,1.7070082910988796e-13,4.808505418518481e-13,-68.36757322994436,-26.473409464807304,5.172838826175126e-13
120,0.987382275978399,1324.3787476249215,196.3539905675567,-16.544953149576568,4.4236057450811306e-14,-7.586004062197494e-15,-4.0002935891814904e-14,41.71046548087897,99.73095053868742,6.012163600890954e-14
121,0.9740379229232093,1353.4540396674363,985.1650790134148,-42.25175897085289,2.5678629487108665e-13,-3.882773875463233e-13,-5.060735105145471e-13,47.39077223165814,146.52144090887865,6.876110302765189e-13
122,0.936873710531856,1486.5857405493018,170.6670262542101,-9.523160607764957,1.8828586269745628e-14,-1.8016338169713713e-14,-6.420304994227575e-15,13.840317106434101,133.73711638760452,2.6838860225084826e-14
123,0.9763031884756593,899.3220333774469,529.1538985012415,-69.33789384543206,2.865448888791185e-12,4.158869562367481e-12,-2.0477089439854322e-12,22.070153109236724,34.56672741316814,5.449780297437619e-12
124,0.9739953440728836,1512.4779397830016,561.6363627976057,-15.690589729580367,1.1831771352075373e-14,5.4389181494926427e-14,-2.3968207371110335e-14,23.29712523598977,12.272857160729197,6.060238313466217e-14
125,0.9754458960511454,595.411218313814,270.6219521236111,-18.248879354459177,5.2463339647870783e-14,-1.618319789605437e-14,-2.7509178639016307e-14,26.613342842050034,107.14325682918528,6.140889846385474e-14
126,0.9639486765358208,602.4078550480144,570.4226394017383,-41.79201200687616,-3.928972459483355e-13,1.2076059557471423e-13,-3.824492846832083e-13,42.936644785228125,-72.91470602655869,5.61443516902675e-13
127,0.9040954883047971,925.9021771902869,428.55850705401105,-21.250680249145685,-8.432984488535493e-14,-5.2831460407550506e-14,-3.8203269918364245e-14,21.00205737339883,-122.06656437495351,1.0659350721145258e-13
128,0.7606214045151428,1314.3129229306437,145.8942492093551,-10.560364349321395,-3.4930299868746803e-14,-2.4661268088479115e-15,5.439386899509083e-16,-0.889929595355813,-94.03845909910184,3.5021471980148365e-14
129,0.7604058754236822,1362.3671388422856,420.1944377828112,-13.570696871009813,-1.66624579711844e-14,-2.106004801321453e-15,-2.7667462672296088e-14,58.7409295102424,-97.20354311511188,3.236605092666655e-14
130,0.9681669740597191,2069.366809320706,725.047796818481,-15.3866954272618,3.2980745821329196e-14,7.75222678951271e-15,-1.780853309778785e-14,27.72829808620827,76.77256525819988,3.8274932608982695e-14
131,0.8458638449534439,1052.3847763108502,502.48477631085024,-72.9605867909293,2.3243447214178944e-12,2.1488569583036276e-12,1.5537361081755195e-12,-26.14364516859118,47.24661336109029,3.5262246815938373e-12
