index,x_min,x_max,y_min,y_max
0,685.9471862576144,855.6528137423858,483.84718625761434,653.5528137423858
1,1780.2588745030457,1848.1411254969544,351.45887450304576,419.3411254969543
2,64.75887450304572,132.6411254969543,760.3588745030457,828.2411254969544
3,643.6471862576143,813.3528137423857,192.4471862576143,362.1528137423857
4,1615.7588745030457,1683.6411254969544,309.15887450304575,377.0411254969543
5,927.4766235091371,1131.1233764908627,-7.823376490862842,195.82337649086284
6,2107.429437251523,2141.3705627484774,387.2294372515228,421.17056274847715
7,1905.3294372515231,1939.2705627484772,349.62943725152286,383.5705627484772
8,1413.6588745030458,1481.5411254969545,224.55887450304573,292.44112549695427
9,2184.458874503046,2252.341125496954,1192.7588745030457,1260.6411254969544
10,1463.529437251523,1497.470562748477,504.7294372515229,538.6705627484772
11,1468.229437251523,1502.170562748477,213.32943725152288,247.27056274847715
12,1642.129437251523,1676.0705627484772,420.12943725152286,454.0705627484772
13,1665.629437251523,1699.5705627484772,387.2294372515228,421.17056274847715
14,1125.129437251523,1159.0705627484772,443.62943725152286,477.5705627484772
15,1848.929437251523,1882.8705627484771,438.92943725152287,472.8705627484772
16,1665.629437251523,1699.5705627484772,260.32943725152285,294.2705627484772
17,1237.929437251523,1271.8705627484771,81.72943725152285,115.67056274847715
18,1352.5588745030457,1420.4411254969543,1183.3588745030456,1251.2411254969543
19,1957.029437251523,1990.970562748477,340.2294372515228,374.17056274847715
20,1472.929437251523,1506.8705627484771,307.32943725152285,341.2705627484772
21,549.6471862576143,719.3528137423857,1024.3471862576143,1194.0528137423858
22,1390.1588745030458,1458.0411254969545,318.55887450304573,386.44112549695427
23,1272.6588745030458,1340.5411254969545,1032.9588745030458,1100.8411254969544
24,1841.3588745030459,1909.2411254969545,628.7588745030457,696.6411254969544
25,912.5883117545686,1014.4116882454314,1124.0883117545686,1225.9116882454314
26,1999.3294372515231,2033.2705627484772,744.4294372515228,778.3705627484771
27,1834.8294372515231,1868.7705627484772,565.8294372515229,599.7705627484772
28,1538.729437251523,1572.670562748477,293.2294372515228,327.17056274847715
29,1895.929437251523,1929.8705627484771,438.92943725152287,472.8705627484772
30,238.65887450304575,306.5411254969543,1197.4588745030458,1265.3411254969544
31,1214.429437251523,1248.3705627484771,1299.029437251523,1332.970562748477
32,1413.6588745030458,1481.5411254969545,628.7588745030457,696.6411254969544
33,1484.1588745030458,1552.0411254969545,708.6588745030457,776.5411254969544
34,1524.629437251523,1558.5705627484772,382.52943725152284,416.47056274847716
35,2008.729437251523,2042.670562748477,697.4294372515228,731.3705627484771
36,1531.1588745030458,1599.0411254969545,403.15887450304575,471.0411254969543
37,562.9588745030456,630.8411254969543,111.75887450304573,179.64112549695432
38,1172.129437251523,1206.0705627484772,1139.229437251523,1173.170562748477
39,492.4588745030457,560.3411254969543,172.85887450304574,240.74112549695428
40,819.6294372515229,853.5705627484772,227.42943725152287,261.37056274847714
41,669.2294372515229,703.1705627484772,923.0294372515228,956.9705627484772
42,1317.829437251523,1351.770562748477,77.02943725152286,110.97056274847714
43,1313.129437251523,1347.0705627484772,1106.329437251523,1140.270562748477
44,1167.429437251523,1201.3705627484771,147.52943725152286,181.47056274847714
45,238.65887450304575,306.5411254969543,290.35887450304574,358.2411254969543
46,437.8883117545686,539.7116882454314,475.48831175456854,577.3116882454314
47,1947.629437251523,1981.5705627484772,894.8294372515229,928.7705627484772
48,2062.258874503046,2130.1411254969544,1098.7588745030457,1166.6411254969544
49,880.7294372515229,914.6705627484772,203.92943725152287,237.87056274847714
50,1232.1883117545688,1334.0116882454315,353.28831175456855,455.1116882454314
51,330.82943725152285,364.7705627484772,363.7294372515228,397.67056274847715
52,1378.929437251523,1412.8705627484771,899.5294372515228,933.4705627484772
53,158.75887450304572,226.64112549695432,1220.9588745030458,1288.8411254969544
54,1376.0588745030457,1443.9411254969543,139.9588745030457,207.8411254969543
55,2027.529437251523,2061.4705627484773,467.12943725152286,501.0705627484772
56,1961.729437251523,1995.670562748477,514.1294372515229,548.0705627484772
57,11.22943725152286,45.170562748477145,410.7294372515228,444.67056274847715
58,189.82943725152288,223.77056274847715,894.8294372515229,928.7705627484772
59,669.2294372515229,703.1705627484772,664.5294372515228,698.4705627484772
60,201.05887450304573,268.94112549695427,454.85887450304574,522.7411254969543
61,1360.129437251523,1394.0705627484772,363.7294372515228,397.67056274847715
62,1253.8588745030456,1321.7411254969543,666.3588745030457,734.2411254969544
63,2027.529437251523,2061.4705627484773,1172.129437251523,1206.0705627484772
64,697.4294372515228,731.3705627484771,777.3294372515229,811.2705627484772
65,440.7588745030458,508.6411254969543,248.05887450304573,315.94112549695427
66,2102.729437251523,2136.6705627484776,509.4294372515228,543.3705627484771
67,2126.229437251523,2160.1705627484776,824.3294372515229,858.2705627484772
68,354.32943725152285,388.2705627484772,420.12943725152286,454.0705627484772
69,1244.4588745030458,1312.3411254969544,224.55887450304573,292.44112549695427
70,185.12943725152286,219.07056274847713,335.52943725152284,369.47056274847716
71,2121.5294372515227,2155.4705627484773,438.92943725152287,472.8705627484772
72,1615.7588745030457,1683.6411254969544,614.6588745030457,682.5411254969544
73,487.7588745030458,555.6411254969544,661.6588745030457,729.5411254969544
74,830.8588745030457,898.7411254969544,1047.0588745030457,1114.9411254969543
75,979.4294372515229,1013.3705627484773,335.52943725152284,369.47056274847716
76,1331.929437251523,1365.8705627484771,626.9294372515228,660.8705627484771
77,2173.229437251523,2207.1705627484776,598.7294372515229,632.6705627484772
78,782.0294372515228,815.9705627484772,1078.129437251523,1112.0705627484772
79,1219.129437251523,1253.0705627484772,297.92943725152287,331.8705627484772
80,1740.829437251523,1774.770562748477,735.0294372515228,768.9705627484772
81,53.52943725152286,87.47056274847714,838.4294372515228,872.3705627484771
82,655.1294372515229,689.0705627484772,100.52943725152286,134.47056274847714
83,1094.0588745030457,1161.9411254969543,1258.5588745030457,1326.4411254969543
84,2001.1588745030458,2069.0411254969545,1000.0588745030457,1067.9411254969543
85,1249.1588745030458,1317.0411254969545,765.0588745030457,832.9411254969543
86,2051.0294372515227,2084.9705627484773,438.92943725152287,472.8705627484772
87,1844.229437251523,1878.170562748477,1327.229437251523,1361.170562748477
88,1985.229437251523,2019.170562748477,424.82943725152285,458.7705627484772
89,1942.929437251523,1976.8705627484771,678.6294372515229,712.5705627484772
90,1684.429437251523,1718.3705627484771,542.3294372515229,576.2705627484772
91,2140.329437251523,2174.2705627484775,1317.829437251523,1351.770562748477
92,537.6294372515229,571.5705627484772,429.52943725152284,463.47056274847716
93,2041.6294372515229,2075.570562748477,504.7294372515229,538.6705627484772
94,1031.129437251523,1065.0705627484772,1125.129437251523,1159.0705627484772
95,1726.729437251523,1760.670562748477,542.3294372515229,576.2705627484772
96,1670.329437251523,1704.270562748477,758.5294372515228,792.4705627484772
97,442.58831175456856,544.4116882454314,334.4883117545686,436.31168824543147
98,810.2294372515229,844.1705627484772,171.02943725152286,204.97056274847714
99,1472.929437251523,1506.8705627484771,800.8294372515229,834.7705627484772
100,1938.229437251523,1972.170562748477,471.82943725152285,505.7705627484772
101,1646.829437251523,1680.770562748477,824.3294372515229,858.2705627484772
102,1299.029437251523,1332.970562748477,918.3294372515229,952.2705627484772
103,1366.6588745030458,1434.5411254969545,1065.8588745030456,1133.7411254969543
104,290.35887450304574,358.2411254969543,210.4588745030457,278.3411254969543
105,1148.629437251523,1182.5705627484772,1205.029437251523,1238.970562748477
106,166.32943725152288,200.27056274847715,1026.429437251523,1060.3705627484771
107,2187.329437251523,2221.2705627484775,1275.529437251523,1309.470562748477
108,1726.729437251523,1760.670562748477,326.12943725152286,360.0705627484772
109,683.3294372515229,717.2705627484772,128.72943725152288,162.67056274847715
110,1685.2177490060915,1820.9822509939088,1210.5177490060914,1346.2822509939087
111,683.3294372515229,717.2705627484772,91.12943725152286,125.07056274847716
112,1137.81522368915,1174.5847763108502,89.71522368914977,126.48477631085025
113,611.4152236891498,648.1847763108503,390.5152236891498,427.28477631085025
114,884.0152236891498,920.7847763108504,155.51522368914976,192.28477631085025
115,804.1152236891497,840.8847763108503,80.31522368914976,117.08477631085024
116,2218.81522368915,2255.5847763108504,634.9152236891498,671.6847763108503
117,747.7152236891498,784.4847763108503,122.61522368914976,159.38477631085024
118,1053.21522368915,1089.9847763108503,249.5152236891498,286.28477631085025
119,672.5152236891497,709.2847763108502,710.1152236891497,746.8847763108503
120,1302.31522368915,1339.0847763108502,179.01522368914976,215.78477631085025
121,1317.237329686869,1380.562670313131,964.7373296868691,1028.062670313131
122,1462.1152236891498,1498.8847763108502,155.51522368914976,192.28477631085025
123,857.4594356845884,947.3405643154118,462.65943568458835,552.5405643154118
124,1490.31522368915,1527.0847763108502,540.9152236891498,577.6847763108503
125,573.8152236891498,610.5847763108503,254.21522368914978,290.98477631085024
126,579.337329686869,642.662670313131,537.037329686869,600.362670313131
127,916.9152236891498,953.6847763108503,418.7152236891498,455.48477631085024
128,1307.01522368915,1343.7847763108502,127.31522368914978,164.08477631085026
129,1349.31522368915,1386.0847763108502,399.9152236891498,436.6847763108502
130,2044.91522368915,2081.6847763108503,705.4152236891498,742.1847763108503
131,1015.6152236891497,1052.3847763108502,465.7152236891498,502.48477631085024
